Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,37.6,34.0,41.3,34.0 - 41.3,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,35.8,31.9,39.9,31.9 - 39.9,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.0,28.9,37.3,28.9 - 37.3,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.2,28.0,41.0,28.0 - 41.0,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.7,26.8,34.9,26.8 - 34.9,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.6,28.0,39.4,28.0 - 39.4,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,29.9,25.7,34.4,25.7 - 34.4,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,35.6,31.0,40.4,31.0 - 40.4,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.3,33.4,43.3,33.4 - 43.3,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.1,34.1,42.2,34.1 - 42.2,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.5,33.4,43.8,33.4 - 43.8,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,28.7,25.3,32.3,25.3 - 32.3,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.4,29.6,39.3,29.6 - 39.3,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,26.6,20.4,33.5,20.4 - 33.5,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,37.6,33.0,42.3,33.0 - 42.3,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,33.9,28.3,39.7,28.3 - 39.7,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,39.3,34.7,43.9,34.7 - 43.9,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.2,29.9,38.6,29.9 - 38.6,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,34.2,28.9,39.7,28.9 - 39.7,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,32.8,27.9,38.0,27.9 - 38.0,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,25.8,21.7,30.3,21.7 - 30.3,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,32.5,28.3,37.1,28.3 - 37.1,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,37.4,33.6,41.2,33.6 - 41.2,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,30.9,27.6,34.2,27.6 - 34.2,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,29.9,24.6,35.7,24.6 - 35.7,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,36.9,33.0,40.9,33.0 - 40.9,34.3-37.6
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,38.7,36.1,41.3,36.1 - 41.3,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,41.0,34.6,47.5,34.6 - 47.5,37.7-42.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,29.6,26.3,33.0,26.3 - 33.0,24.2-30.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Jan 6 � Feb 15),22,Jan 6 - Jan 18,2021-01-06,2021-01-18,31.6,25.7,37.9,25.7 - 37.9,31.0-34.2
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,35.6,34.8,36.4,34.8 - 36.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,37.4,34.8,40.1,34.8 - 40.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,38.2,36.2,40.2,36.2 - 40.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,37.3,35.9,38.8,35.9 - 38.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,37.4,36.2,38.7,36.2 - 38.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,32.8,31.3,34.4,31.3 - 34.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,28.4,26.3,30.6,26.3 - 30.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,25.9,22.5,29.5,22.5 - 29.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,32.5,31.4,33.6,31.4 - 33.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,38.4,37.3,39.5,37.3 - 39.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,39.7,37.0,42.6,37.0 - 42.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.4,33.6,35.2,33.6 - 35.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.4,32.0,36.9,32.0 - 36.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.3,33.2,39.5,33.2 - 39.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,41.5,37.6,45.5,37.6 - 45.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.2,31.7,40.9,31.7 - 40.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.5,30.0,33.0,30.0 - 33.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,38.6,37.4,39.8,37.4 - 39.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.3,35.5,37.1,35.5 - 37.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,37.0,31.7,42.6,31.7 - 42.6,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,40.9,36.5,45.5,36.5 - 45.5,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.9,33.4,40.5,33.4 - 40.5,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.2,29.5,39.1,29.5 - 39.1,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,43.3,40.7,45.9,40.7 - 45.9,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.6,32.3,41.1,32.3 - 41.1,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,33.3,29.7,37.0,29.7 - 37.0,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.5,26.1,37.3,26.1 - 37.3,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,46.1,39.9,52.4,39.9 - 52.4,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,33.6,30.0,37.4,30.0 - 37.4,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,35.5,31.4,39.8,31.4 - 39.8,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.8,26.4,35.5,26.4 - 35.5,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.8,26.0,36.0,26.0 - 36.0,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.8,30.5,39.2,30.5 - 39.2,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.6,29.7,39.8,29.7 - 39.8,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,29.4,25.4,33.8,25.4 - 33.8,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,29.0,25.1,33.1,25.1 - 33.1,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,41.0,35.0,47.2,35.0 - 47.2,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.6,26.7,36.9,26.7 - 36.9,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.3,25.0,36.1,25.0 - 36.1,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.4,32.6,40.4,32.6 - 40.4,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,37.0,33.6,40.4,33.6 - 40.4,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,33.1,29.6,36.8,29.6 - 36.8,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,32.3,28.1,36.6,28.1 - 36.6,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.4,26.0,37.2,26.0 - 37.2,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.5,27.2,36.0,27.2 - 36.0,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.8,26.0,36.0,26.0 - 36.0,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.3,25.9,35.0,25.9 - 35.0,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,41.0,35.7,46.5,35.7 - 46.5,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.6,31.6,41.8,31.6 - 41.8,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.8,32.8,40.9,32.8 - 40.9,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,39.8,34.2,45.6,34.2 - 45.6,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,33.8,29.2,38.5,29.2 - 38.5,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,34.5,30.1,39.1,30.1 - 39.1,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,22.1,17.8,26.9,17.8 - 26.9,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.4,26.6,36.5,26.6 - 36.5,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.5,31.4,41.7,31.4 - 41.7,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.3,32.8,39.8,32.8 - 39.8,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.9,27.6,36.5,27.6 - 36.5,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,28.6,23.7,34.0,23.7 - 34.0,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,27.7,23.8,31.9,23.8 - 31.9,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,24.9,19.5,30.9,19.5 - 30.9,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.8,32.2,41.6,32.2 - 41.6,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.7,33.4,40.2,33.4 - 40.2,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,31.5,28.4,34.7,28.4 - 34.7,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,32.1,27.7,36.8,27.7 - 36.8,30.9-33.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,38.2,34.2,42.2,34.2 - 42.2,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,39.8,36.8,42.9,36.8 - 42.9,36.9-46.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,36.3,30.3,42.7,30.3 - 42.7,33.9-36.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,30.2,26.1,34.5,26.1 - 34.5,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Jan 6 � Feb 15),23,Jan 20 - Feb 1,2021-01-20,2021-02-01,27.6,22.3,33.5,22.3 - 33.5,22.1-30.8
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,34.2,33.5,34.8,33.5 - 34.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,36.9,34.0,39.9,34.0 - 39.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,36.1,34.4,37.8,34.4 - 37.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,35.9,34.3,37.6,34.3 - 37.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,35.9,34.6,37.2,34.6 - 37.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,32.1,30.3,33.8,30.3 - 33.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,25.2,23.8,26.7,23.8 - 26.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,27.2,22.8,32.0,22.8 - 32.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Male,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,31.1,30.1,32.1,30.1 - 32.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Gender,United States,Female,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,37.0,36.2,37.8,36.2 - 37.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,38.3,36.0,40.7,36.0 - 40.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,32.6,31.7,33.4,31.7 - 33.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,33.1,30.4,35.8,30.4 - 35.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,37.3,34.0,40.6,34.0 - 40.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,41.6,37.6,45.7,37.6 - 45.7,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,34.4,30.8,38.0,30.8 - 38.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,30.2,28.5,31.9,28.5 - 31.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,37.1,35.8,38.3,35.8 - 38.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,34.8,34.1,35.6,34.1 - 35.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,34.8,29.7,40.2,29.7 - 40.2,32.5-35.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,35.0,30.7,39.4,30.7 - 39.4,32.5-35.0
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Feb 15),24,Feb 3 - Feb 15,2021-02-03,2021-02-15,36.1,32.7,39.6,32.7 - 39.6,35.1-48.2
